"Time (s)","Pressure (hPa)"
3.387636355E2,9.435624390E2
3.387887115E2,9.436021118E2
3.388137810E2,9.436326294E2
3.388388824E2,9.436204224E2
3.388639343E2,9.435868530E2
3.388890118E2,9.435838013E2
3.389140855E2,9.436021118E2
3.389391705E2,9.436112671E2
3.389642359E2,9.436204224E2
3.389893107E2,9.436509399E2
3.390143667E2,9.436784058E2
3.390394602E2,9.436753540E2
3.390645384E2,9.436387329E2
3.390896104E2,9.436295776E2
3.391147093E2,9.436600952E2
3.391398129E2,9.436753540E2
3.391648578E2,9.436448364E2
3.391899118E2,9.436295776E2
3.392150079E2,9.436570435E2
3.392400813E2,9.436845093E2
3.392651358E2,9.436600952E2
3.392902327E2,9.436356812E2
3.393153073E2,9.436692505E2
3.393403874E2,9.437119751E2
3.393654619E2,9.437272339E2
3.393905382E2,9.437211304E2
3.394155929E2,9.437150269E2
3.394406876E2,9.437150269E2
3.394657672E2,9.437241821E2
3.394908433E2,9.437302856E2
3.395159173E2,9.437302856E2
3.395409754E2,9.437363892E2
3.395660691E2,9.437608032E2
3.395910964E2,9.437730103E2
3.396162212E2,9.437577515E2
3.396413286E2,9.437546997E2
3.396663704E2,9.437699585E2
3.396914683E2,9.437669067E2
3.397165001E2,9.437730103E2
3.397415888E2,9.438035278E2
3.397666469E2,9.438218384E2
3.397917277E2,9.437852173E2
3.398167681E2,9.437577515E2
3.398418624E2,9.437730103E2
3.398669548E2,9.437821655E2
3.398920306E2,9.437699585E2
3.399171078E2,9.437821655E2
3.399421648E2,9.438248901E2
3.399672593E2,9.438432007E2
3.399923354E2,9.438340454E2
3.400174103E2,9.438462524E2
3.400425117E2,9.438798218E2
3.400675718E2,9.438706665E2
3.400926656E2,9.438370972E2
3.401177438E2,9.438432007E2
3.401428037E2,9.438584595E2
3.401678973E2,9.438340454E2
3.401929605E2,9.438159790E2
3.402180508E2,9.438648071E2
3.402431090E2,9.439014282E2
3.402682063E2,9.438892212E2
3.402932585E2,9.438800659E2
3.403183340E2,9.439044800E2
3.403434101E2,9.439258423E2
3.403684849E2,9.439197388E2
3.403935859E2,9.439014282E2
3.404186416E2,9.438983765E2
3.404437377E2,9.439044800E2
3.404687899E2,9.439166870E2
3.404938858E2,9.439136353E2
3.405189614E2,9.439166870E2
3.405440387E2,9.439288940E2
3.405690574E2,9.439319458E2
3.405941864E2,9.439288940E2
3.406192645E2,9.439441528E2
3.406443413E2,9.439655151E2
3.406694125E2,9.439589233E2
3.406944890E2,9.439253540E2
3.407195641E2,9.439192505E2
3.407446113E2,9.439589233E2
3.407697194E2,9.439985962E2
3.407947740E2,9.439985962E2
3.408198499E2,9.439863892E2
3.408449463E2,9.439924927E2
3.408700031E2,9.439924927E2
3.408950995E2,9.439924927E2
3.409201448E2,9.439955444E2
3.409452300E2,9.439924927E2
3.409703251E2,9.439985962E2
3.409954027E2,9.440260620E2
3.410204774E2,9.440413208E2
3.410455210E2,9.440260620E2
3.410706285E2,9.439955444E2
3.410956831E2,9.440077515E2
3.411207796E2,9.440504761E2
3.411458566E2,9.440779419E2
3.411709132E2,9.440840454E2
3.411960078E2,9.440870972E2
3.412210624E2,9.440901489E2
3.412461597E2,9.440932007E2
3.412712376E2,9.441023560E2
3.412963128E2,9.441084595E2
3.413213918E2,9.441054077E2
3.413464677E2,9.441084595E2
3.413715422E2,9.441206665E2
3.413965998E2,9.441054077E2
3.414216954E2,9.440809937E2
3.414467760E2,9.440901489E2
3.414718494E2,9.441145630E2
3.414969231E2,9.441023560E2
3.415220003E2,9.440748901E2
3.415470775E2,9.440840454E2
3.415721520E2,9.441237183E2
3.415972289E2,9.441542358E2
3.416223202E2,9.441638794E2
3.416473797E2,9.441638794E2
3.416724562E2,9.441760864E2
3.416975270E2,9.441821899E2
3.417226039E2,9.441760864E2
3.417476583E2,9.441760864E2
3.417727522E2,9.442005005E2
3.417978274E2,9.442066040E2
3.418228993E2,9.441974487E2
3.418479768E2,9.441974487E2
3.418730488E2,9.441943970E2
3.418981274E2,9.441913452E2
3.419232024E2,9.441913452E2
3.419482773E2,9.441974487E2
3.419733195E2,9.441974487E2
3.419984298E2,9.442096558E2
3.420235051E2,9.442188110E2
3.420485799E2,9.442096558E2
3.420736334E2,9.442096558E2
3.420987313E2,9.442305298E2
3.421237868E2,9.442427368E2
3.421488837E2,9.442335815E2
3.421739400E2,9.442366333E2
3.421990161E2,9.442457886E2
3.422240915E2,9.442488403E2
3.422491874E2,9.442671509E2
3.422742424E2,9.442763062E2
3.422993379E2,9.442671509E2
3.423243872E2,9.442518921E2
3.423494666E2,9.442579956E2
3.423745416E2,9.442824097E2
3.423996163E2,9.442885132E2
3.424246926E2,9.442763062E2
3.424497392E2,9.442763062E2
3.424748441E2,9.442885132E2
3.424999437E2,9.443007202E2
3.425250181E2,9.443220825E2
3.425500964E2,9.443373413E2
3.425751437E2,9.443220825E2
3.426002506E2,9.443159790E2
3.426253259E2,9.443312378E2
3.426503994E2,9.443495483E2
3.426754779E2,9.443434448E2
3.427005319E2,9.443495483E2
3.427256078E2,9.443739624E2
3.427506888E2,9.443739624E2
3.427757776E2,9.443587036E2
3.428008571E2,9.443556519E2
3.428259624E2,9.443587036E2
3.428510090E2,9.443617554E2
3.428760845E2,9.443709106E2
3.429011386E2,9.443587036E2
3.429262363E2,9.443464966E2
3.429512736E2,9.443556519E2
3.429763663E2,9.443892212E2
3.430014397E2,9.444044800E2
3.430264999E2,9.444014282E2
3.430515948E2,9.444108276E2
3.430766567E2,9.444199829E2
3.431017709E2,9.444016724E2
3.431268488E2,9.443986206E2
3.431519254E2,9.444199829E2
3.431770019E2,9.444474487E2
3.432020781E2,9.444505005E2
3.432271533E2,9.444474487E2
3.432522333E2,9.444474487E2
3.432773113E2,9.444535522E2
3.433023880E2,9.444657593E2
3.433274627E2,9.444688110E2
3.433525366E2,9.444840698E2
3.433776133E2,9.444901733E2
3.434027038E2,9.444779663E2
3.434277444E2,9.444688110E2
3.434528406E2,9.444810181E2
3.434778888E2,9.445084839E2
3.435029893E2,9.445206909E2
3.435280103E2,9.445206909E2
3.435531730E2,9.445176392E2
3.435782150E2,9.445145874E2
3.436032673E2,9.445145874E2
3.436283630E2,9.445176392E2
3.436534176E2,9.445298462E2
3.436785127E2,9.445542603E2
3.437035895E2,9.445603638E2
3.437286442E2,9.445451050E2
3.437537394E2,9.445603638E2
3.437787833E2,9.445817261E2
3.438038851E2,9.445878296E2
3.438289623E2,9.445817261E2
3.438540348E2,9.445939331E2
3.438791054E2,9.445939331E2
3.439041843E2,9.445756226E2
3.439292833E2,9.445695190E2
3.439543030E2,9.445756226E2
3.439794078E2,9.445939331E2
3.440044842E2,9.446155396E2
3.440295588E2,9.446155396E2
3.440546329E2,9.445880737E2
3.440796897E2,9.445758667E2
3.441047712E2,9.445941772E2
3.441298599E2,9.446185913E2
3.441549124E2,9.446185913E2
3.441800045E2,9.446307983E2
3.442050791E2,9.446735229E2
3.442301529E2,9.446704712E2
3.442552253E2,9.446277466E2
3.442802755E2,9.446338501E2
3.443053463E2,9.446765747E2
3.443304067E2,9.446826782E2
3.443554957E2,9.446674194E2
3.443805698E2,9.446887817E2
3.444056421E2,9.447162476E2
3.444307141E2,9.447070923E2
3.444558163E2,9.447009888E2
3.444808864E2,9.447127075E2
3.445059382E2,9.447218628E2
3.445310324E2,9.447249146E2
3.445560873E2,9.447188110E2
3.445811823E2,9.447096558E2
3.446062548E2,9.447157593E2
3.446313629E2,9.447279663E2
3.446563799E2,9.447371216E2
3.446814524E2,9.447432251E2
3.447065291E2,9.447432251E2
3.447316129E2,9.447493286E2
3.447566756E2,9.447676392E2
3.447817506E2,9.447798462E2
3.448068092E2,9.447767944E2
3.448318983E2,9.447798462E2
3.448569658E2,9.447859497E2
3.448820449E2,9.447798462E2
3.449071431E2,9.447706909E2
3.449321957E2,9.447798462E2
3.449572859E2,9.447922974E2
3.449823592E2,9.447892456E2
3.450074329E2,9.447770386E2
3.450324895E2,9.447556763E2
3.450575847E2,9.447587280E2
3.450826583E2,9.447984009E2
3.451077344E2,9.448319702E2
3.451328059E2,9.448319702E2
3.451578770E2,9.448228149E2
3.451829587E2,9.448258667E2
3.452080316E2,9.448350220E2
3.452331064E2,9.448472290E2
3.452581813E2,9.448594360E2
3.452832618E2,9.448624878E2
3.453083324E2,9.448533325E2
3.453333879E2,9.448594360E2
3.453584875E2,9.448746948E2
3.453835569E2,9.448807983E2
3.454086299E2,9.448685913E2
3.454337055E2,9.448624878E2
3.454587789E2,9.448838501E2
3.454838535E2,9.449021606E2
3.455089277E2,9.449113159E2
3.455339995E2,9.449204712E2
3.455590564E2,9.449235229E2
3.455841474E2,9.448960571E2
3.456092234E2,9.448716431E2
3.456342655E2,9.448899536E2
3.456593678E2,9.449235229E2
3.456844875E2,9.449326782E2
3.457095155E2,9.449265747E2
3.457345922E2,9.449357300E2
3.457596467E2,9.449326782E2
3.457847397E2,9.449265747E2
3.458098167E2,9.449357300E2
3.458348914E2,9.449540405E2
3.458600144E2,9.449662476E2
3.458850397E2,9.449723511E2
3.459101144E2,9.449658203E2
3.459351898E2,9.449658203E2
3.459602626E2,9.449841309E2
3.459853507E2,9.450146484E2
3.460104147E2,9.450177002E2
3.460354673E2,9.449993896E2
3.460605641E2,9.449841309E2
3.460856567E2,9.449841309E2
3.461106812E2,9.450024414E2
3.461357499E2,9.450329590E2
3.461608255E2,9.450421143E2
3.461859138E2,9.450207520E2
3.462109863E2,9.450177002E2
3.462360594E2,9.450238037E2
3.462611152E2,9.450268555E2
3.462862018E2,9.450329590E2
3.463112787E2,9.450665283E2
3.463363531E2,9.450878906E2
3.463614284E2,9.450665283E2
3.463865328E2,9.450427856E2
3.464115488E2,9.450580444E2
3.464366428E2,9.451007690E2
3.464617153E2,9.451221313E2
3.464867858E2,9.451038208E2
3.465118616E2,9.450855103E2
3.465369562E2,9.451038208E2
3.465620152E2,9.451099243E2
3.465871026E2,9.450885620E2
3.466121680E2,9.450885620E2
3.466372267E2,9.451190796E2
3.466622680E2,9.451221313E2
3.466873671E2,9.451068726E2
3.467124404E2,9.451099243E2
3.467375117E2,9.451312866E2
3.467625545E2,9.451373901E2
3.467876613E2,9.451343384E2
3.468127511E2,9.451312866E2
3.468378254E2,9.451282349E2
3.468628971E2,9.451340942E2
3.468879720E2,9.451585083E2
3.469130440E2,9.452012329E2
3.469381123E2,9.451951294E2
3.469631365E2,9.451463013E2
3.469882600E2,9.451218872E2
3.470133330E2,9.451707153E2
3.470383977E2,9.452195435E2
3.470634765E2,9.452134399E2
3.470885324E2,9.451859741E2
3.471136260E2,9.451920776E2
3.471386971E2,9.452256470E2
3.471637742E2,9.452378540E2
3.471888451E2,9.452286987E2
3.472139216E2,9.452317505E2
3.472389955E2,9.452531128E2
3.472640683E2,9.452561646E2
3.472891430E2,9.452317505E2
3.473141925E2,9.452195435E2
3.473392869E2,9.452315063E2
3.473643650E2,9.452467651E2
3.473894373E2,9.452467651E2
3.474145147E2,9.452528687E2
3.474395696E2,9.452559204E2
3.474646458E2,9.452528687E2
3.474897036E2,9.452711792E2
3.475148086E2,9.452833862E2
3.475399348E2,9.452772827E2
3.475649562E2,9.452620239E2
3.475900312E2,9.452681274E2
3.476150872E2,9.452833862E2
3.476401769E2,9.452803345E2
3.476652072E2,9.452742310E2
3.476903047E2,9.452803345E2
3.477153801E2,9.452925415E2
3.477404518E2,9.453078003E2
3.477655243E2,9.453230591E2
3.477906009E2,9.453200073E2
3.478156737E2,9.453200073E2
3.478407473E2,9.453352661E2
3.478658215E2,9.453444214E2
3.478908956E2,9.453200073E2
3.479159519E2,9.452925415E2
3.479410675E2,9.453139038E2
3.479661403E2,9.453474731E2
3.479912172E2,9.453566284E2
3.480162898E2,9.453566284E2
3.480413158E2,9.453657837E2
3.480664410E2,9.453749390E2
3.480915106E2,9.453871460E2
3.481165665E2,9.453779907E2
3.481416555E2,9.453627319E2
3.481667170E2,9.453657837E2
3.481918171E2,9.453840942E2
3.482168836E2,9.453932495E2
3.482419396E2,9.453901978E2
3.482670348E2,9.454024048E2
3.482920888E2,9.454148560E2
3.483171456E2,9.453965454E2
3.483422214E2,9.453721313E2
3.483672950E2,9.453934937E2
3.483923684E2,9.454240112E2
3.484174797E2,9.454392700E2
3.484425512E2,9.454392700E2
3.484676058E2,9.454453735E2
3.484926998E2,9.454453735E2
3.485177710E2,9.454423218E2
3.485428212E2,9.454453735E2
3.485679187E2,9.454667358E2
3.485929700E2,9.454789429E2
3.486180666E2,9.454667358E2
3.486431200E2,9.454545288E2
3.486681916E2,9.454667358E2
3.486932870E2,9.454880981E2
3.487183187E2,9.454819946E2
3.487433906E2,9.454819946E2
3.487684782E2,9.455127563E2
3.487935366E2,9.455249634E2
3.488186275E2,9.454852905E2
3.488436830E2,9.454730835E2
3.488687756E2,9.455127563E2
3.488938505E2,9.455493774E2
3.489189428E2,9.455432739E2
3.489439983E2,9.455158081E2
3.489690936E2,9.455005493E2
3.489941508E2,9.454974976E2
3.490192436E2,9.455005493E2
3.490442959E2,9.455097046E2
3.490693875E2,9.455493774E2
3.490944918E2,9.455768433E2
3.491195351E2,9.455615845E2
3.491445896E2,9.455402222E2
3.491696804E2,9.455463257E2
3.491947166E2,9.455585327E2
3.492198295E2,9.455615845E2
3.492448800E2,9.455765991E2
3.492699527E2,9.455857544E2
3.492950255E2,9.455796509E2
3.493201005E2,9.455796509E2
3.493451752E2,9.455979614E2
3.493702342E2,9.456071167E2
3.493953206E2,9.456132202E2
3.494203932E2,9.456101685E2
3.494454706E2,9.455918579E2
3.494705461E2,9.455643921E2
3.494956236E2,9.455674438E2
3.495206985E2,9.456101685E2
3.495457960E2,9.456498413E2
3.495708697E2,9.456528931E2
3.495959445E2,9.456437378E2
3.496210190E2,9.456467896E2
3.496460976E2,9.456376343E2
3.496711704E2,9.456193237E2
3.496962448E2,9.456315308E2
3.497213232E2,9.456495972E2
3.497463729E2,9.456526489E2
3.497714350E2,9.456557007E2
3.497965263E2,9.456770630E2
3.498216006E2,9.456862183E2
3.498466771E2,9.456953735E2
3.498717498E2,9.457136841E2
3.498968897E2,9.457167358E2
3.499219270E2,9.456892700E2
3.499470027E2,9.456892700E2
3.499720820E2,9.457319946E2
3.499971549E2,9.457533569E2
3.500222089E2,9.457472534E2
3.500472821E2,9.457197876E2
3.500723566E2,9.457167358E2
3.500974304E2,9.457197876E2
3.501225041E2,9.457258911E2
3.501475667E2,9.457380981E2
3.501726551E2,9.457594604E2
3.501977123E2,9.457749634E2
3.502227932E2,9.457658081E2
3.502478791E2,9.457536011E2
3.502729534E2,9.457688599E2
3.502980095E2,9.458024292E2
3.503231214E2,9.458176880E2
3.503481988E2,9.458146362E2
3.503732711E2,9.458085327E2
3.503983434E2,9.458054810E2
3.504234210E2,9.457963257E2
3.504484915E2,9.457963257E2
3.504735694E2,9.457963257E2
3.504986240E2,9.458024292E2
3.505236808E2,9.458268433E2
3.505487922E2,9.458421021E2
3.505738573E2,9.458359985E2
3.505989400E2,9.458390503E2
3.506240128E2,9.458665161E2
3.506490846E2,9.458848267E2
3.506741602E2,9.458693237E2
3.506992135E2,9.458601685E2
3.507243082E2,9.458906860E2
3.507493816E2,9.459242554E2
3.507744560E2,9.459089966E2
3.507995284E2,9.458662720E2
3.508245740E2,9.458479614E2
3.508496632E2,9.458754272E2
3.508747390E2,9.459120483E2
3.508997995E2,9.459242554E2
3.509248896E2,9.459120483E2
3.509499886E2,9.459089966E2
3.509750608E2,9.459334106E2
3.510001362E2,9.459608765E2
3.510252098E2,9.459669800E2
3.510502840E2,9.459486694E2
3.510753384E2,9.459364624E2
3.511004139E2,9.459456177E2
3.511255066E2,9.459700317E2
3.511505785E2,9.459794312E2
3.511756547E2,9.459702759E2
3.512007084E2,9.459641724E2
3.512258015E2,9.459672241E2
3.512508551E2,9.459946899E2
3.512759314E2,9.460191040E2
3.513010277E2,9.460099487E2
3.513261025E2,9.459885864E2
3.513511743E2,9.459916382E2
3.513762499E2,9.460068970E2
3.514013220E2,9.460099487E2
3.514263991E2,9.460221558E2
3.514514750E2,9.460313110E2
3.514765331E2,9.460252075E2
3.515016284E2,9.460130005E2
3.515267027E2,9.460252075E2
3.515517789E2,9.460435181E2
3.515768346E2,9.460404663E2
3.516019267E2,9.460374146E2
3.516269882E2,9.460435181E2
3.516520809E2,9.460618286E2
3.516771084E2,9.460648804E2
3.517022341E2,9.460679321E2
3.517272896E2,9.460801392E2
3.517523591E2,9.460770874E2
3.517774605E2,9.460587769E2
3.518025210E2,9.460496216E2
3.518275917E2,9.460801392E2
3.518526844E2,9.461228638E2
3.518777609E2,9.461289673E2
3.519028395E2,9.460984497E2
3.519278706E2,9.460862427E2
3.519529656E2,9.461076050E2
3.519780409E2,9.461320190E2
3.520031166E2,9.461259155E2
3.520281930E2,9.461137085E2
3.520532490E2,9.461289673E2
3.520783387E2,9.461564331E2
3.521034135E2,9.461721191E2
3.521284871E2,9.461751709E2
3.521535646E2,9.461751709E2
3.521786221E2,9.461782227E2
3.522037124E2,9.461904297E2
3.522287877E2,9.461934814E2
3.522538441E2,9.461812744E2
3.522789254E2,9.461629639E2
3.523039945E2,9.461751709E2
3.523290804E2,9.462026367E2
3.523541542E2,9.462026367E2
3.523792283E2,9.461904297E2
3.524042804E2,9.462087402E2
3.524293789E2,9.462392578E2
3.524544547E2,9.462453613E2
3.524795520E2,9.462270508E2
3.525046252E2,9.462209473E2
3.525296688E2,9.462362061E2
3.525547434E2,9.462484131E2
3.525798303E2,9.462510376E2
3.526049039E2,9.462601929E2
3.526299791E2,9.462754517E2
3.526550523E2,9.462693481E2
3.526801248E2,9.462540894E2
3.527051993E2,9.462601929E2
3.527302565E2,9.462846069E2
3.527553451E2,9.462846069E2
3.527804231E2,9.462754517E2
3.528054983E2,9.462907104E2
3.528305745E2,9.463120728E2
3.528556326E2,9.462998657E2
3.528807229E2,9.462846069E2
3.529058208E2,9.463059692E2
3.529308701E2,9.463395386E2
3.529559793E2,9.463395386E2
3.529810288E2,9.463151245E2
3.530061177E2,9.463090210E2
3.530312012E2,9.463334351E2
3.530562578E2,9.463637085E2
3.530813324E2,9.463667603E2
3.531064270E2,9.463576050E2
3.531314793E2,9.463484497E2
3.531565727E2,9.463453979E2
3.531816053E2,9.463515015E2
3.532067179E2,9.463515015E2
3.532317952E2,9.463667603E2
3.532568693E2,9.463850708E2
3.532819438E2,9.463728638E2
3.533069975E2,9.463576050E2
3.533320904E2,9.463759155E2
3.533571660E2,9.463942261E2
3.533822394E2,9.463972778E2
3.534073112E2,9.464064331E2
3.534323425E2,9.464247437E2
3.534574601E2,9.464400024E2
3.534825358E2,9.464400024E2
3.535076104E2,9.464338989E2
3.535326825E2,9.464216919E2
3.535577513E2,9.464216919E2
3.535828356E2,9.464522095E2
3.536079129E2,9.464613647E2
3.536329726E2,9.464461060E2
3.536580619E2,9.464461060E2
3.536831212E2,9.464613647E2
3.537082543E2,9.464522095E2
3.537332867E2,9.464461060E2
3.537583200E2,9.464583130E2
3.537834120E2,9.464857788E2
3.538084686E2,9.464949341E2
3.538335571E2,9.464796753E2
3.538586305E2,9.464827271E2
3.538837271E2,9.465071411E2
3.539087998E2,9.465376587E2
3.539338544E2,9.465376587E2
3.539589506E2,9.465010376E2
3.539840240E2,9.464735718E2
3.540091285E2,9.464923706E2
3.540341683E2,9.465167847E2
3.540592166E2,9.465137329E2
3.540843174E2,9.465015259E2
3.541093889E2,9.465289917E2
3.541344662E2,9.465747681E2
3.541595378E2,9.465686646E2
3.541845943E2,9.465289917E2
3.542096876E2,9.465228882E2
3.542347097E2,9.465564575E2
3.542598159E2,9.465808716E2
3.542848753E2,9.465839233E2
3.543099685E2,9.465778198E2
3.543350425E2,9.465839233E2
3.543601361E2,9.465869751E2
3.543852113E2,9.465808716E2
3.544102837E2,9.465686646E2
3.544353549E2,9.465900269E2
3.544604354E2,9.466266479E2
3.544855065E2,9.466198730E2
3.545105582E2,9.466015625E2
3.545356342E2,9.466259766E2
3.545606961E2,9.466687012E2
3.545857858E2,9.466503906E2
3.546108821E2,9.466107178E2
3.546359288E2,9.466107178E2
3.546610063E2,9.466259766E2
3.546860637E2,9.466290283E2
3.547111539E2,9.466351318E2
3.547362304E2,9.466534424E2
3.547613144E2,9.466687012E2
3.547863808E2,9.466748047E2
3.548114695E2,9.466656494E2
3.548365446E2,9.466595459E2
3.548615984E2,9.466656494E2
3.548866396E2,9.466809082E2
3.549117662E2,9.466961670E2
3.549368486E2,9.467144775E2
3.549619171E2,9.467177124E2
3.549869915E2,9.466994019E2
3.550120671E2,9.466902466E2
3.550371416E2,9.466932983E2
3.550622130E2,9.467024536E2
3.550873018E2,9.467085571E2
3.551123629E2,9.467055054E2
3.551374334E2,9.467024536E2
3.551625098E2,9.466994019E2
3.551875809E2,9.467207642E2
3.552126566E2,9.467421265E2
3.552377285E2,9.467360229E2
3.552628012E2,9.467329712E2
3.552878524E2,9.467451782E2
3.553129239E2,9.467543335E2
3.553379981E2,9.467482300E2
3.553630735E2,9.467512817E2
3.553881812E2,9.467726440E2
3.554132230E2,9.468001099E2
3.554383157E2,9.468062134E2
3.554633717E2,9.467970581E2
3.554884669E2,9.467756958E2
3.555135384E2,9.467695923E2
3.555386157E2,9.467848511E2
3.555636897E2,9.468153687E2
3.555887662E2,9.468306274E2
3.556138383E2,9.468123169E2
3.556389145E2,9.468031616E2
3.556639936E2,9.468306274E2
3.556890695E2,9.468489380E2
3.557141675E2,9.468397827E2
3.557392010E2,9.468306274E2
3.557642619E2,9.468397827E2
3.557893308E2,9.468519897E2
3.558144217E2,9.468397827E2
3.558394652E2,9.468367310E2
3.558645724E2,9.468519897E2
3.558896469E2,9.468703003E2
3.559147212E2,9.468733521E2
3.559397934E2,9.468825073E2
3.559648699E2,9.468977661E2
3.559899645E2,9.469008179E2
3.560150380E2,9.468916626E2
3.560401145E2,9.468977661E2
3.560651898E2,9.469008179E2
3.560902417E2,9.468977661E2
3.561153369E2,9.469130249E2
3.561404107E2,9.469252319E2
3.561654859E2,9.469038696E2
3.561905599E2,9.468916626E2
3.562156340E2,9.469221802E2
3.562407041E2,9.469343872E2
3.562657786E2,9.469038696E2
3.562908522E2,9.469038696E2
3.563159268E2,9.469404907E2
3.563409791E2,9.469526978E2
3.563660765E2,9.469374390E2
3.563911275E2,9.469526978E2
3.564162050E2,9.469801636E2
3.564412641E2,9.469923706E2
3.564663543E2,9.469984741E2
3.564914319E2,9.470015259E2
3.565165068E2,9.470076294E2
3.565415685E2,9.470015259E2
3.565666555E2,9.469801636E2
3.565917293E2,9.469557495E2
3.566168284E2,9.469679565E2
3.566418826E2,9.469984741E2
3.566669771E2,9.470198364E2
3.566920569E2,9.470259399E2
3.567171297E2,9.470198364E2
3.567422081E2,9.470289917E2
3.567672616E2,9.470473022E2
3.567923640E2,9.470503540E2
3.568174307E2,9.470228882E2
3.568425139E2,9.470167847E2
3.568675574E2,9.470536499E2
3.568926529E2,9.470689087E2
3.569177024E2,9.470353394E2
3.569427839E2,9.470261841E2
3.569678802E2,9.470658569E2
3.569929563E2,9.470902710E2
3.570180303E2,9.470750122E2
3.570430987E2,9.470567017E2
3.570681801E2,9.470658569E2
3.570932358E2,9.470750122E2
3.571183308E2,9.470658569E2
3.571434084E2,9.470719604E2
3.571684637E2,9.470933228E2
3.571935727E2,9.471146851E2
3.572186132E2,9.471299438E2
3.572436879E2,9.471238403E2
3.572687846E2,9.471146851E2
3.572938587E2,9.471116333E2
3.573189360E2,9.471116333E2
3.573440087E2,9.471177368E2
3.573690866E2,9.471390991E2
3.573941687E2,9.471543579E2
3.574192397E2,9.471574097E2
3.574443159E2,9.471421509E2
3.574693901E2,9.471421509E2
3.574944651E2,9.471543579E2
3.575195434E2,9.471696167E2
3.575446205E2,9.471696167E2
3.575696688E2,9.471482544E2
3.575947711E2,9.471421509E2
3.576198440E2,9.471848755E2
3.576449216E2,9.472214966E2
3.576699733E2,9.471940308E2
3.576950287E2,9.471665649E2
3.577201262E2,9.471909790E2
3.577451998E2,9.472337036E2
3.577702765E2,9.472245483E2
3.577953743E2,9.472031860E2
3.578204288E2,9.472062378E2
3.578455015E2,9.472184448E2
3.578705746E2,9.472153931E2
3.578956513E2,9.472153931E2
3.579207266E2,9.472367554E2
3.579458045E2,9.472581177E2
3.579709018E2,9.472550659E2
3.579959782E2,9.472367554E2
3.580210547E2,9.472428589E2
3.580461312E2,9.472611694E2
3.580711992E2,9.472672729E2
3.580962829E2,9.472581177E2
3.581213344E2,9.472611694E2
3.581464123E2,9.472703247E2
3.581714888E2,9.472733765E2
3.581965491E2,9.472672729E2
3.582216417E2,9.472733765E2
3.582467187E2,9.472947388E2
3.582717938E2,9.473069458E2
3.582968685E2,9.473005981E2
3.583219303E2,9.472944946E2
3.583470080E2,9.473189087E2
3.583720857E2,9.473280640E2
3.583971619E2,9.473067017E2
3.584222911E2,9.473067017E2
3.584473520E2,9.473341675E2
3.584724110E2,9.473524780E2
3.584974869E2,9.473585815E2
3.585225472E2,9.473463745E2
3.585476393E2,9.473402710E2
3.585727134E2,9.473616333E2
3.585978130E2,9.473921509E2
3.586228928E2,9.473860474E2
3.586479492E2,9.473555298E2
3.586730492E2,9.473738403E2
3.586981264E2,9.474013062E2
3.587231799E2,9.474074097E2
3.587482786E2,9.474074097E2
3.587733378E2,9.474137573E2
3.587984078E2,9.474015503E2
3.588234832E2,9.474076538E2
3.588485579E2,9.474320679E2
3.588736326E2,9.474381714E2
3.588987092E2,9.474290161E2
3.589237866E2,9.474320679E2
3.589488446E2,9.474412231E2
3.589739383E2,9.474351196E2
3.589990154E2,9.474503784E2
3.590240916E2,9.474747925E2
3.590491680E2,9.474808960E2
3.590742274E2,9.474625854E2
3.590993176E2,9.474473267E2
3.591243954E2,9.474442749E2
3.591494719E2,9.474534302E2
3.591745464E2,9.474778442E2
3.591996184E2,9.475022583E2
3.592246961E2,9.475053101E2
3.592497740E2,9.474961548E2
3.592748615E2,9.475053101E2
3.592999499E2,9.475114136E2
3.593250263E2,9.474992065E2
3.593501004E2,9.474961548E2
3.593751775E2,9.475266724E2
3.594002304E2,9.475419312E2
3.594253057E2,9.475297241E2
3.594503815E2,9.475144653E2
3.594754558E2,9.475144653E2
3.595005522E2,9.475175171E2
3.595256134E2,9.475236206E2
3.595506897E2,9.475419312E2
3.595757680E2,9.475663452E2
3.596008420E2,9.475785522E2
3.596259446E2,9.475816040E2
3.596509953E2,9.475785522E2
3.596760704E2,9.475816040E2
3.597011470E2,9.475938110E2
3.597261985E2,9.476182251E2
3.597513012E2,9.476273804E2
3.597763770E2,9.476090698E2
3.598014528E2,9.475877075E2
3.598265302E2,9.475968628E2
3.598515986E2,9.476182251E2
3.598767076E2,9.476182251E2
3.599017851E2,9.476151733E2
3.599268593E2,9.476243286E2
3.599519382E2,9.476334839E2
3.599770573E2,9.476334839E2
3.600020860E2,9.476334839E2
3.600271672E2,9.476334839E2
3.600522359E2,9.476304321E2
3.600773148E2,9.476365356E2
3.601023933E2,9.476395874E2
3.601274684E2,9.476426392E2
3.601525057E2,9.476578979E2
3.601775982E2,9.476701050E2
3.602026764E2,9.476668091E2
3.602277516E2,9.476729126E2
3.602528267E2,9.476881714E2
3.602778840E2,9.477003784E2
3.603029738E2,9.476973267E2
3.603280504E2,9.476942749E2
3.603531274E2,9.477125854E2
3.603782028E2,9.477217407E2
3.604032777E2,9.477247925E2
3.604283739E2,9.477308960E2
3.604534294E2,9.477339478E2
3.604785234E2,9.477247925E2
3.605035972E2,9.477095337E2
3.605286742E2,9.477247925E2
3.605537497E2,9.477461548E2
3.605788171E2,9.477400513E2
3.606038976E2,9.477339478E2
3.606289525E2,9.477675171E2
